worker,problem,example,row,col,posterior
A255A9FFZD8PQW,1,3,3,1,0.22
A255A9FFZD8PQW,1,4,3,6,0.28
A255A9FFZD8PQW,20,1,1,1,0.05
A255A9FFZD8PQW,20,2,6,6,0.11
A255A9FFZD8PQW,20,3,4,1,0.19
A255A9FFZD8PQW,20,4,2,5,0.25
A255A9FFZD8PQW,26,1,5,3,0.15
A255A9FFZD8PQW,26,2,2,4,0.23
A255A9FFZD8PQW,26,3,4,5,0.27
A255A9FFZD8PQW,26,4,3,2,0.31
A255A9FFZD8PQW,14,1,4,3,0.12
A255A9FFZD8PQW,14,2,3,3,0.27
A255A9FFZD8PQW,14,3,4,4,0.32
A255A9FFZD8PQW,14,4,3,4,0.4
A255A9FFZD8PQW,23,1,1,2,0.04
A255A9FFZD8PQW,23,2,6,5,0.13
A255A9FFZD8PQW,23,3,1,5,0.19
A255A9FFZD8PQW,23,4,6,2,0.23
A255A9FFZD8PQW,3,1,4,3,0.13
A255A9FFZD8PQW,3,2,3,3,0.22
A255A9FFZD8PQW,3,3,3,4,0.26
A255A9FFZD8PQW,3,4,4,4,0.33
A255A9FFZD8PQW,10,1,2,2,0.09
A255A9FFZD8PQW,10,2,1,5,0.14
A255A9FFZD8PQW,10,3,4,6,0.16
A255A9FFZD8PQW,10,4,6,5,0.22
A255A9FFZD8PQW,37,1,5,2,0.04
A255A9FFZD8PQW,37,2,1,1,0.1
A255A9FFZD8PQW,37,3,1,6,0.19
A255A9FFZD8PQW,37,4,6,6,0.25
A255A9FFZD8PQW,24,1,6,3,0.06
A255A9FFZD8PQW,24,2,3,2,0.14
A255A9FFZD8PQW,24,3,2,4,0.19
A255A9FFZD8PQW,24,4,4,5,0.25
A255A9FFZD8PQW,32,1,6,2,0.09
A255A9FFZD8PQW,32,2,5,3,0.16
A255A9FFZD8PQW,32,3,5,4,0.21
A255A9FFZD8PQW,32,4,6,5,0.28
A2UOSEPGNUITM8,11,1,2,3,0.51
A2UOSEPGNUITM8,11,2,5,1,1
A2UOSEPGNUITM8,11,3,2,4,1
A2UOSEPGNUITM8,11,4,5,6,1
A2UOSEPGNUITM8,29,1,4,3,0.34
A2UOSEPGNUITM8,29,2,4,2,0.51
A2UOSEPGNUITM8,29,3,3,5,0.97
A2UOSEPGNUITM8,29,4,4,5,0.97
A2UOSEPGNUITM8,34,1,5,6,0.28
A2UOSEPGNUITM8,34,2,2,6,0.51
A2UOSEPGNUITM8,34,3,2,5,0.68
A2UOSEPGNUITM8,34,4,2,2,0.68
A2UOSEPGNUITM8,37,1,2,2,0.21
A2UOSEPGNUITM8,37,2,5,2,0.27
A2UOSEPGNUITM8,37,3,2,5,0.27
A2UOSEPGNUITM8,37,4,6,6,0.51
A2UOSEPGNUITM8,20,1,3,3,0.25
A2UOSEPGNUITM8,20,2,6,5,0.49
A2UOSEPGNUITM8,20,3,5,2,0.49
A2UOSEPGNUITM8,20,4,4,1,0.49
A2UOSEPGNUITM8,33,1,2,4,0.32
A2UOSEPGNUITM8,33,2,5,3,0.46
A2UOSEPGNUITM8,33,3,5,4,0.65
A2UOSEPGNUITM8,33,4,2,3,0.69
A2UOSEPGNUITM8,12,1,5,1,0.5
A2UOSEPGNUITM8,12,2,3,3,0.97
A2UOSEPGNUITM8,12,3,6,2,0.97
A2UOSEPGNUITM8,12,4,6,1,0.97
A2UOSEPGNUITM8,21,1,2,4,0.26
A2UOSEPGNUITM8,21,2,4,2,0.49
A2UOSEPGNUITM8,21,3,4,4,0.49
A2UOSEPGNUITM8,21,4,4,3,0.51
A2UOSEPGNUITM8,6,1,1,3,0.4
A2UOSEPGNUITM8,6,2,1,4,0.49
A2UOSEPGNUITM8,6,3,2,3,0.49
A2UOSEPGNUITM8,6,4,3,2,0.56
A2UOSEPGNUITM8,3,1,4,4,0.33
A2UOSEPGNUITM8,3,2,3,4,0.33
A2UOSEPGNUITM8,3,3,3,3,0.52
A2UOSEPGNUITM8,3,4,4,3,0.6
A2UOSEPGNUITM8,39,1,1,5,0.49
A2UOSEPGNUITM8,39,2,1,2,0.96
A2UOSEPGNUITM8,39,3,5,5,0.99
A2UOSEPGNUITM8,39,4,2,2,0.99
A2UOSEPGNUITM8,27,1,5,6,0.26
A2UOSEPGNUITM8,27,2,5,5,0.47
A2UOSEPGNUITM8,27,3,6,1,0.53
A2UOSEPGNUITM8,27,4,3,2,0.63
A2UOSEPGNUITM8,25,1,5,3,0.34
A2UOSEPGNUITM8,25,2,4,1,0.53
A2UOSEPGNUITM8,25,3,5,4,0.5
A2UOSEPGNUITM8,25,4,2,4,0.55
A2UOSEPGNUITM8,5,1,6,6,0.1
A2UOSEPGNUITM8,5,2,6,5,0.21
A2UOSEPGNUITM8,5,3,6,4,0.29
A2UOSEPGNUITM8,5,4,5,4,0.41
A2UOSEPGNUITM8,13,1,5,2,0.47
A2UOSEPGNUITM8,13,2,5,5,0.89
A2UOSEPGNUITM8,13,3,4,3,0.94
A2UOSEPGNUITM8,13,4,4,4,0.96
A2UOSEPGNUITM8,28,1,5,2,0.5
A2UOSEPGNUITM8,28,2,3,5,0.53
A2UOSEPGNUITM8,28,3,3,2,0.62
A2UOSEPGNUITM8,28,4,5,5,0.73
A2UOSEPGNUITM8,24,1,5,4,0.13
A2UOSEPGNUITM8,24,2,1,4,0.48
A2UOSEPGNUITM8,24,3,6,4,0.8
A2UOSEPGNUITM8,24,4,1,3,0.93
A2UOSEPGNUITM8,40,1,3,3,0.2
A2UOSEPGNUITM8,40,2,4,4,0.48
A2UOSEPGNUITM8,40,3,2,2,0.54
A2UOSEPGNUITM8,40,4,5,5,0.57
A2UOSEPGNUITM8,35,1,5,2,0.35
A2UOSEPGNUITM8,35,2,2,2,0.5
A2UOSEPGNUITM8,35,3,5,5,0.5
A2UOSEPGNUITM8,35,4,2,5,0.56
A2UOSEPGNUITM8,16,1,3,5,0.19
A2UOSEPGNUITM8,16,2,3,2,0.47
A2UOSEPGNUITM8,16,3,4,2,0.51
A2UOSEPGNUITM8,16,4,4,5,0.56
A2OPYRV3GLAPS1,40,1,4,4,0.5
A2OPYRV3GLAPS1,40,2,2,2,0.5
A2OPYRV3GLAPS1,40,3,6,6,0.6
A2OPYRV3GLAPS1,40,4,3,3,0.64
A2OPYRV3GLAPS1,7,1,5,5,0.48
A2OPYRV3GLAPS1,7,2,4,5,0.49
A2OPYRV3GLAPS1,7,3,5,4,0.62
A2OPYRV3GLAPS1,7,4,5,3,0.68
A2OPYRV3GLAPS1,9,1,5,3,0.25
A2OPYRV3GLAPS1,9,2,2,2,0.34
A2OPYRV3GLAPS1,9,3,6,3,0.49
A2OPYRV3GLAPS1,9,4,2,1,0.48
A2OPYRV3GLAPS1,5,1,5,1,0.13
A2OPYRV3GLAPS1,5,2,5,6,0.22
A2OPYRV3GLAPS1,5,3,5,3,0.48
A2OPYRV3GLAPS1,5,4,5,4,0.48
A2OPYRV3GLAPS1,35,1,6,1,0.5
A2OPYRV3GLAPS1,35,2,1,1,0.96
A2OPYRV3GLAPS1,35,3,1,6,0.94
A2OPYRV3GLAPS1,35,4,6,6,0.96
A2OPYRV3GLAPS1,23,1,5,4,0.24
A2OPYRV3GLAPS1,23,2,2,2,0.5
A2OPYRV3GLAPS1,23,3,2,3,0.93
A2OPYRV3GLAPS1,23,4,2,4,0.96
A2OPYRV3GLAPS1,31,1,5,4,0.49
A2OPYRV3GLAPS1,31,2,2,6,0.82
A2OPYRV3GLAPS1,31,3,2,1,0.9
A2OPYRV3GLAPS1,31,4,2,2,0.91
A2OPYRV3GLAPS1,18,1,2,5,0.22
A2OPYRV3GLAPS1,18,2,5,2,0.23
A2OPYRV3GLAPS1,18,3,6,3,0.22
A2OPYRV3GLAPS1,18,4,3,6,0.2
A2OPYRV3GLAPS1,34,1,2,2,0.48
A2OPYRV3GLAPS1,34,2,3,2,0.53
A2OPYRV3GLAPS1,34,3,2,5,0.57
A2OPYRV3GLAPS1,34,4,3,5,0.6
A2OPYRV3GLAPS1,33,1,5,4,0.27
A2OPYRV3GLAPS1,33,2,4,4,0.51
A2OPYRV3GLAPS1,33,3,3,4,0.56
A2OPYRV3GLAPS1,33,4,2,4,0.73
A2OPYRV3GLAPS1,8,1,2,4,0.49
A2OPYRV3GLAPS1,8,2,6,4,0.54
A2OPYRV3GLAPS1,8,3,3,1,0.6
A2OPYRV3GLAPS1,8,4,4,1,0.61
A2OPYRV3GLAPS1,29,1,5,3,0.26
A2OPYRV3GLAPS1,29,2,2,5,0.49
A2OPYRV3GLAPS1,29,3,5,2,0.95
A2OPYRV3GLAPS1,29,4,4,2,0.94
A2OPYRV3GLAPS1,17,1,5,4,0.49
A2OPYRV3GLAPS1,17,2,2,3,0.62
A2OPYRV3GLAPS1,17,3,2,5,0.65
A2OPYRV3GLAPS1,17,4,5,2,0.66
A2OPYRV3GLAPS1,15,1,5,2,0.49
A2OPYRV3GLAPS1,15,2,3,3,0.54
A2OPYRV3GLAPS1,15,3,3,4,0.58
A2OPYRV3GLAPS1,15,4,4,4,0.65
A2OPYRV3GLAPS1,4,1,2,1,0.49
A2OPYRV3GLAPS1,4,2,2,6,0.55
A2OPYRV3GLAPS1,4,3,3,5,0.64
A2OPYRV3GLAPS1,4,4,3,2,0.86
A2OPYRV3GLAPS1,3,1,4,4,0.18
A2OPYRV3GLAPS1,3,2,3,3,0.6
A2OPYRV3GLAPS1,3,3,4,3,0.7
A2OPYRV3GLAPS1,3,4,3,4,0.81
A2OPYRV3GLAPS1,13,1,6,5,0.48
A2OPYRV3GLAPS1,13,2,6,2,0.94
A2OPYRV3GLAPS1,13,3,4,4,0.93
A2OPYRV3GLAPS1,13,4,4,3,0.97
A2OPYRV3GLAPS1,20,1,3,2,0.2
A2OPYRV3GLAPS1,20,2,3,3,0.49
A2OPYRV3GLAPS1,20,3,2,5,0.62
A2OPYRV3GLAPS1,20,4,3,6,0.7
A2OPYRV3GLAPS1,19,1,1,4,0.49
A2OPYRV3GLAPS1,19,2,4,4,0.51
A2OPYRV3GLAPS1,19,3,3,3,0.57
A2OPYRV3GLAPS1,19,4,2,2,0.63
A2OPYRV3GLAPS1,28,1,3,2,0.24
A2OPYRV3GLAPS1,28,2,5,2,0.3
A2OPYRV3GLAPS1,28,3,3,5,0.35
A2OPYRV3GLAPS1,28,4,5,5,0.62
